split,filename,segment_idx,start_time_sec,end_time_sec,subject_id
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,265,530,532,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,266,532,534,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,267,534,536,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,268,536,538,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,269,538,540,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,270,540,542,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,271,542,544,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,272,544,546,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,273,546,548,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,274,548,550,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,275,550,552,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,276,552,554,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,277,554,556,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,278,556,558,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,279,558,560,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,280,560,562,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,281,562,564,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,282,564,566,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,283,566,568,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,284,568,570,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,285,570,572,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,286,572,574,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,287,574,576,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,288,576,578,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,289,578,580,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,290,580,582,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,291,582,584,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,292,584,586,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,293,586,588,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,294,588,590,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,295,590,592,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,296,592,594,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,297,594,596,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,298,596,598,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,299,598,600,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,300,600,602,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,301,602,604,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,302,604,606,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,303,606,608,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,304,608,610,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,305,610,612,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,306,612,614,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,307,614,616,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,308,616,618,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,309,618,620,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,310,620,622,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,311,622,624,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,312,624,626,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,313,626,628,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,314,628,630,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,315,630,632,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,316,632,634,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,317,634,636,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,318,636,638,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,319,638,640,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,320,640,642,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,321,642,644,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,322,644,646,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,323,646,648,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,324,648,650,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,325,650,652,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,326,652,654,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,327,654,656,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,328,656,658,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,329,658,660,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,330,660,662,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,331,662,664,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,332,664,666,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,333,666,668,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,334,668,670,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,335,670,672,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,336,672,674,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,337,674,676,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,338,676,678,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,339,678,680,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,340,680,682,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,341,682,684,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,342,684,686,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,343,686,688,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,344,688,690,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,345,690,692,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,346,692,694,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,347,694,696,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,348,696,698,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,349,698,700,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,350,700,702,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,351,702,704,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,352,704,706,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,353,706,708,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,354,708,710,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,355,710,712,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,356,712,714,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,357,714,716,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,358,716,718,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,359,718,720,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,360,720,722,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,361,722,724,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,362,724,726,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,363,726,728,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,364,728,730,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,365,730,732,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,366,732,734,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,367,734,736,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,368,736,738,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,369,738,740,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,370,740,742,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,371,742,744,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,372,744,746,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,373,746,748,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,374,748,750,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,375,750,752,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,376,752,754,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,377,754,756,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,378,756,758,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,379,758,760,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,380,760,762,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,381,762,764,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,382,764,766,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,383,766,768,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,384,768,770,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,385,770,772,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,386,772,774,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,387,774,776,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,388,776,778,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,389,778,780,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,390,780,782,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,391,782,784,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,392,784,786,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,393,786,788,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,394,788,790,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,395,790,792,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,396,792,794,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,397,794,796,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,398,796,798,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,399,798,800,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,400,800,802,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,401,802,804,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,402,804,806,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,403,806,808,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,404,808,810,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,405,810,812,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,406,812,814,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,407,814,816,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,408,816,818,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,409,818,820,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,410,820,822,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,411,822,824,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,412,824,826,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,413,826,828,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,414,828,830,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,415,830,832,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,416,832,834,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,417,834,836,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,418,836,838,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,419,838,840,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,420,840,842,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,421,842,844,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,422,844,846,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,423,846,848,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,424,848,850,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,425,850,852,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,426,852,854,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,427,854,856,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,428,856,858,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,429,858,860,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,430,860,862,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,431,862,864,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,432,864,866,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,433,866,868,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,434,868,870,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,435,870,872,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,436,872,874,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,437,874,876,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,438,876,878,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,439,878,880,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,440,880,882,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,441,882,884,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,442,884,886,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,443,886,888,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,444,888,890,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,445,890,892,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,446,892,894,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,447,894,896,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,448,896,898,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,449,898,900,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,450,900,902,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,451,902,904,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,452,904,906,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,453,906,908,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,454,908,910,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,455,910,912,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,456,912,914,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,457,914,916,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,458,916,918,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,459,918,920,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,460,920,922,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,461,922,924,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,462,924,926,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,463,926,928,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,464,928,930,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,465,930,932,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,466,932,934,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,467,934,936,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,468,936,938,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,469,938,940,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,470,940,942,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,471,942,944,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,472,944,946,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,473,946,948,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,474,948,950,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,475,950,952,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,476,952,954,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,477,954,956,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,478,956,958,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,479,958,960,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,480,960,962,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,481,962,964,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,482,964,966,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,483,966,968,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,484,968,970,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,485,970,972,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,486,972,974,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,487,974,976,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,488,976,978,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,489,978,980,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,490,980,982,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,491,982,984,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,492,984,986,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,493,986,988,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,494,988,990,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,495,990,992,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,496,992,994,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,497,994,996,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,498,996,998,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,499,998,1000,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,500,1000,1002,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,501,1002,1004,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,502,1004,1006,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,503,1006,1008,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,504,1008,1010,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,505,1010,1012,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,506,1012,1014,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,507,1014,1016,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,508,1016,1018,S0052
train,G_S0052_M3_E0_R6_N2_raw_ref.mat,509,1018,1020,S0052
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,0,0,2,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,1,2,4,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,2,4,6,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,3,6,8,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,4,8,10,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,5,10,12,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,6,12,14,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,7,14,16,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,8,16,18,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,9,18,20,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,10,20,22,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,11,22,24,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,12,24,26,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,13,26,28,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,14,28,30,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,15,30,32,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,16,32,34,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,17,34,36,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,18,36,38,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,19,38,40,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,20,40,42,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,21,42,44,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,22,44,46,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,23,46,48,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,24,48,50,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,25,50,52,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,26,52,54,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,27,54,56,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,28,56,58,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,29,58,60,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,30,60,62,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,31,62,64,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,32,64,66,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,33,66,68,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,34,68,70,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,35,70,72,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,36,72,74,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,37,74,76,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,38,76,78,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,39,78,80,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,40,80,82,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,41,82,84,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,42,84,86,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,43,86,88,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,44,88,90,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,45,90,92,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,46,92,94,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,47,94,96,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,48,96,98,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,49,98,100,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,50,100,102,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,51,102,104,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,52,104,106,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,53,106,108,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,54,108,110,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,55,110,112,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,56,112,114,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,57,114,116,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,58,116,118,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,59,118,120,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,60,120,122,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,61,122,124,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,62,124,126,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,63,126,128,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,64,128,130,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,65,130,132,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,66,132,134,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,67,134,136,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,68,136,138,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,69,138,140,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,70,140,142,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,71,142,144,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,72,144,146,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,73,146,148,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,74,148,150,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,75,150,152,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,76,152,154,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,77,154,156,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,78,156,158,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,79,158,160,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,80,160,162,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,81,162,164,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,82,164,166,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,83,166,168,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,84,168,170,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,85,170,172,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,86,172,174,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,87,174,176,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,88,176,178,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,89,178,180,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,90,180,182,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,91,182,184,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,92,184,186,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,93,186,188,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,94,188,190,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,95,190,192,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,96,192,194,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,97,194,196,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,98,196,198,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,99,198,200,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,100,200,202,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,101,202,204,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,102,204,206,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,103,206,208,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,104,208,210,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,105,210,212,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,106,212,214,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,107,214,216,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,108,216,218,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,109,218,220,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,110,220,222,S0401
train,G_S0401_M1_E3_R2_N2_raw_ref.mat,111,222,224,S0401
